name,users,statuses,6,12,24,72
kcmo.social,218.0,129695.0,1.0,1.0,1.0,2.0
chilemasto.casa,218.0,11929.0,0.0,0.0,0.0,0.0
pony.social,217.0,11199.0,0.0,0.0,0.0,9.0
m.g3l.org,215.0,181119.0,0.0,0.0,0.0,0.0
thefire.work,214.0,8085.0,0.0,0.0,1.0,2.0
masto.nu,213.0,217.0,30.0,52.0,105.0,211.0
mstdn.poyo.me,212.0,1142819.0,0.0,0.0,1.0,2.0
zurich.social,211.0,289.0,0.0,0.0,0.0,-1.0
federate.social,210.0,3679.0,5.0,9.0,12.0,37.0
toot.funami.tech,209.0,619.0,0.0,0.0,0.0,75.0
nemushee.net,207.0,147522.0,0.0,0.0,0.0,3.0
pone.social,207.0,1870.0,1.0,3.0,4.0,4.0
antisocial.science,206.0,19589.0,0.0,0.0,0.0,1.0
dragonscave.space,204.0,43747.0,2.0,4.0,5.0,27.0
aana.site,204.0,38601.0,0.0,0.0,0.0,0.0
babymetal.party,203.0,4700.0,0.0,0.0,0.0,1.0
theres.life,202.0,31564.0,0.0,0.0,0.0,1.0
kanoa.de,201.0,8171.0,0.0,0.0,1.0,2.0
tzcafe.com,198.0,21815.0,0.0,0.0,0.0,0.0
unipar.online,194.0,303.0,0.0,0.0,1.0,1.0
fairy.id,194.0,52380.0,0.0,0.0,0.0,-1.0
social.unzensiert.to,193.0,154.0,0.0,0.0,0.0,1.0
sawakai.space,190.0,1332.0,0.0,0.0,0.0,0.0
mastodon.sk,190.0,191573.0,0.0,0.0,1.0,1.0
ausglam.space,187.0,17927.0,0.0,0.0,1.0,9.0
fnordon.de,187.0,17857.0,0.0,0.0,0.0,8.0
minohdon.jp,186.0,176524.0,0.0,0.0,0.0,1.0
hyan.ink,186.0,13743.0,0.0,0.0,0.0,0.0
eupublic.social,184.0,21730.0,0.0,0.0,1.0,4.0
persadon.com,184.0,63380.0,0.0,0.0,0.0,1.0
mastodon.roflcopter.fr,181.0,1632.0,0.0,0.0,0.0,0.0
ukadon.shillest.net,181.0,128048.0,0.0,0.0,0.0,1.0
mstdn.moe,177.0,23515.0,0.0,0.0,0.0,0.0
freedom.horse,177.0,68585.0,0.0,0.0,0.0,0.0
pleroma.envs.net,177.0,7851.0,0.0,0.0,0.0,2.0
plustodon.net,176.0,76154.0,0.0,0.0,0.0,0.0
mstdn.superspeed-fall.com,174.0,66752.0,0.0,0.0,0.0,0.0
puntarella.party,173.0,86078.0,1.0,1.0,1.0,4.0
mstdn.schoolidol.club,171.0,5404.0,0.0,0.0,0.0,1.0
mastodon.codingfield.com,171.0,3470.0,0.0,0.0,0.0,0.0
mastodon.opencloud.lu,168.0,11597.0,0.0,0.0,1.0,6.0
osomatsu.mastportal.info,167.0,13432.0,0.0,0.0,0.0,0.0
beach.city,165.0,176089.0,-1.0,-1.0,-1.0,-1.0
mastodon.lawprofs.org,164.0,1182.0,1.0,2.0,4.0,35.0
mastorol.es,164.0,1806.0,1.0,7.0,12.0,60.0
sjtu.closed.social,163.0,596.0,1.0,1.0,1.0,1.0
meteo.social,160.0,6180.0,0.0,0.0,0.0,12.0
occitanie.social,160.0,14223.0,0.0,0.0,0.0,0.0
gomastodon.cz,160.0,237.0,0.0,1.0,2.0,7.0
feuerwehr.social,159.0,1536.0,0.0,1.0,1.0,9.0
mastodon.education,158.0,2260.0,0.0,1.0,1.0,15.0
justicewarrior.social,158.0,38056.0,0.0,0.0,0.0,0.0
gamemaking.social,154.0,15912.0,0.0,0.0,0.0,-1.0
tyrol.social,154.0,4352.0,2.0,8.0,13.0,61.0
code4lib.social,153.0,9208.0,0.0,0.0,0.0,1.0
koreadon.com,152.0,212081.0,0.0,0.0,0.0,2.0
m-i.im,151.0,40533.0,0.0,0.0,0.0,0.0
friendicarg.nsupdate.info,150.0,6280.0,0.0,0.0,0.0,0.0
muensterland.social,146.0,3001.0,1.0,0.0,0.0,1.0
booktoot.club,146.0,5397.0,0.0,0.0,0.0,0.0
mastodon.linuxbox.ninja,142.0,11700.0,0.0,0.0,0.0,1.0
queer.af,142.0,90857.0,0.0,0.0,0.0,1.0
howlr.me,141.0,2011.0,1.0,1.0,1.0,2.0
pounced-on.me,139.0,47465.0,2.0,2.0,2.0,3.0
idf.social,137.0,11292.0,0.0,0.0,0.0,0.0
plasticmodels.tokyo,137.0,25207.0,0.0,0.0,0.0,0.0
lingo.lol,137.0,3257.0,0.0,0.0,,
catcatnya.com,136.0,33138.0,1.0,1.0,1.0,7.0
homoo.social,136.0,502629.0,0.0,0.0,0.0,0.0
social.xenofem.me,136.0,39423.0,0.0,0.0,0.0,1.0
piipitin.fi,136.0,4960.0,0.0,-1.0,-1.0,4.0
mofu.kemo.no,135.0,1392.0,0.0,0.0,-1.0,-1.0
masto.raildecake.fr,134.0,3589.0,0.0,0.0,0.0,0.0
kafeneio.social,133.0,126977.0,-1.0,0.0,1.0,7.0
social.troll.academy,133.0,13713.0,0.0,0.0,0.0,0.0
mastodon.cemea.org,132.0,3458.0,0.0,0.0,0.0,1.0
ifrit.gaia.ff14-mstdn.xyz,131.0,12590.0,0.0,0.0,0.0,0.0
foresdon.jp,131.0,219530.0,1.0,1.0,1.0,1.0
nagoyadon.jp,130.0,230499.0,0.0,0.0,0.0,0.0
la1.jp,129.0,1619.0,0.0,0.0,0.0,0.0
social.up.edu.ph,127.0,3672.0,0.0,0.0,1.0,1.0
mstdn.mini4wd-engineer.com,126.0,130412.0,0.0,0.0,0.0,0.0
anonsys.net,125.0,15724.0,0.0,0.0,0.0,-4.0
kurage.cc,125.0,29527.0,0.0,0.0,0.0,0.0
fedi.koyu.space,124.0,3036.0,0.0,0.0,0.0,0.0
tusk.schoollibraries.net,119.0,2277.0,0.0,0.0,0.0,1.0
kitty.town,119.0,124822.0,0.0,0.0,0.0,0.0
appdot.net,118.0,100905.0,1.0,1.0,1.0,5.0
eigenmagic.net,118.0,10835.0,0.0,0.0,0.0,2.0
mendeddrum.org,117.0,3749.0,2.0,7.0,8.0,17.0
medievalist.masto.host,117.0,4862.0,1.0,1.0,1.0,3.0
social.076.ne.jp,116.0,12548.0,1.0,1.0,1.0,4.0
comicscamp.club,115.0,32459.0,0.0,0.0,0.0,2.0
pl.nudie.social,115.0,2680.0,1.0,1.0,3.0,9.0
travelpandas.fr,114.0,15348.0,1.0,2.0,5.0,11.0
polyglot.city,112.0,27372.0,0.0,0.0,1.0,25.0
itabashi.0j0.jp,112.0,140855.0,0.0,0.0,0.0,0.0
gla.fit,112.0,1218.0,0.0,0.0,0.0,0.0
shigusegubu.club,112.0,459176.0,0.0,0.0,0.0,0.0
livers.jp,112.0,2876.0,0.0,0.0,0.0,1.0
inari.opencocon.org,111.0,22149.0,0.0,0.0,0.0,0.0
unbound.social,110.0,1316.0,0.0,0.0,0.0,3.0
ftb.masto.host,110.0,314073.0,0.0,0.0,0.0,0.0
gamelinks007.net,109.0,292644.0,0.0,0.0,0.0,0.0
tha.closed.social,108.0,768.0,0.0,0.0,0.0,0.0
shadowverdon.info,108.0,101081.0,0.0,0.0,0.0,0.0
indiepocalypse.social,108.0,3774.0,0.0,1.0,2.0,12.0
musicdn.jp,107.0,7207.0,0.0,0.0,0.0,0.0
mast.eu.org,107.0,84543.0,0.0,0.0,0.0,1.0
august-don.site,104.0,1041.0,0.0,0.0,0.0,0.0
mstdn.res.ac,103.0,87180.0,0.0,0.0,0.0,0.0
soc.ua-fediland.de,102.0,9594.0,0.0,0.0,0.0,3.0
pao.moe,102.0,46434.0,0.0,0.0,0.0,0.0
doll.social,102.0,19446.0,0.0,0.0,0.0,0.0
bigshoulders.city,102.0,15199.0,0.0,0.0,0.0,4.0
gearheads.social,101.0,316.0,3.0,6.0,13.0,40.0
snaggletooth.life,101.0,174990.0,0.0,0.0,0.0,1.0
rhabarberbarbara.bar,100.0,59614.0,0.0,0.0,0.0,0.0
orwell.fun,99.0,2474.0,-1.0,-1.0,0.0,1.0
mstdn.hostdon.jp,98.0,921.0,0.0,0.0,0.0,0.0
social.bim.land,97.0,11951.0,0.0,0.0,0.0,1.0
social.apreslanu.it,93.0,11341.0,0.0,0.0,0.0,1.0
radiosocial.de,93.0,5110.0,0.0,0.0,0.0,1.0
skastodon.com,91.0,1826.0,2.0,2.0,2.0,7.0
cathode.church,91.0,52125.0,0.0,0.0,0.0,5.0
b612.me,90.0,54589.0,0.0,0.0,0.0,0.0
toot.krinetzki.de,90.0,17608.0,0.0,0.0,0.0,0.0
hsnl.social,88.0,1409.0,0.0,0.0,0.0,2.0
mastodon.underworld.fr,88.0,3414.0,0.0,0.0,1.0,1.0
elict.net,87.0,5085.0,0.0,0.0,0.0,0.0
mastodonmusic.social,86.0,873.0,1.0,4.0,7.0,17.0
fimidi.com,86.0,16600.0,0.0,0.0,0.0,3.0
mastodon.mg,86.0,4376.0,0.0,0.0,0.0,1.0
topic-master.com,86.0,370.0,0.0,1.0,1.0,1.0
mastodon.earth,85.0,3129.0,0.0,0.0,0.0,0.0
mstdn.tentere.net,85.0,4110.0,0.0,0.0,0.0,0.0
nwb.social,83.0,378.0,0.0,0.0,1.0,1.0
cityofchicago.live,81.0,485.0,1.0,1.0,1.0,10.0
mstdn.lalafell.org,80.0,6493.0,0.0,0.0,0.0,0.0
brandenburg.social,78.0,852.0,0.0,1.0,4.0,12.0
k8s.social,77.0,470.0,0.0,0.0,0.0,5.0
mastodon.motcha.tech,77.0,233264.0,0.0,0.0,0.0,-1.0
toot.blue,76.0,69724.0,0.0,0.0,0.0,1.0
lehrerzimmer.social,76.0,1290.0,0.0,0.0,2.0,5.0
slime.global,76.0,536879.0,0.0,0.0,0.0,0.0
union.place,76.0,699.0,18.0,19.0,20.0,24.0
maho.app,76.0,940874.0,0.0,0.0,0.0,0.0
links.potsda.mn,75.0,6088.0,0.0,0.0,1.0,3.0
mhz.social,75.0,3171.0,0.0,0.0,0.0,0.0
die-partei.social,74.0,218519.0,0.0,0.0,1.0,6.0
china.al,73.0,4635.0,1.0,1.0,1.0,5.0
mstdn.starnix.network,73.0,67353.0,0.0,0.0,1.0,3.0
birdsite.link,72.0,12.0,0.0,0.0,0.0,0.0
eientei.org,71.0,32007.0,0.0,0.0,0.0,1.0
tooter.social,71.0,12139.0,0.0,0.0,0.0,2.0
aspiechattr.me,70.0,199745.0,0.0,0.0,0.0,0.0
fem.social,69.0,52731.0,0.0,0.0,0.0,0.0
tabletop.vip,69.0,1944.0,1.0,2.0,2.0,5.0
froth.zone,68.0,53895.0,0.0,0.0,1.0,1.0
seizemeans.com,68.0,4133.0,0.0,0.0,0.0,0.0
toot.party,68.0,33097.0,0.0,0.0,0.0,-1.0
pokemon.men,68.0,549983.0,0.0,0.0,0.0,0.0
subversive.zone,68.0,26286.0,0.0,0.0,0.0,0.0
yukari.cafe,67.0,24492.0,0.0,0.0,0.0,0.0
toot.shoes,67.0,191.0,0.0,0.0,0.0,1.0
myidanonymous.me,67.0,278.0,0.0,0.0,0.0,0.0
social.inex.rocks,66.0,72786.0,0.0,-1.0,-1.0,0.0
hostsharing.coop,66.0,29030.0,0.0,0.0,0.0,0.0
outpoa.st,65.0,2970.0,0.0,3.0,4.0,
fla.red,65.0,103645.0,0.0,0.0,0.0,0.0
bonequest.net,65.0,379.0,0.0,0.0,0.0,1.0
pawb.fun,65.0,900.0,0.0,1.0,1.0,7.0
allpro.social,64.0,66320.0,0.0,0.0,0.0,0.0
indiehackers.social,64.0,221.0,0.0,1.0,2.0,4.0
systerserver.town,64.0,6688.0,0.0,1.0,1.0,2.0
thecanadian.social,63.0,2336.0,1.0,2.0,3.0,23.0
douzepoints.social,62.0,323.0,0.0,0.0,0.0,18.0
scramble.city,62.0,691.0,0.0,0.0,0.0,0.0
clube.social,61.0,800.0,0.0,0.0,0.0,11.0
corteximplant.com,61.0,3723.0,0.0,0.0,1.0,7.0
roleplayers.bub.org,61.0,17382.0,0.0,0.0,0.0,1.0
aachen.social,61.0,2880.0,0.0,0.0,0.0,2.0
social.goonj.xyz,61.0,623.0,0.0,0.0,0.0,0.0
floe.earth,61.0,755.0,1.0,1.0,1.0,4.0
biscuit.town,60.0,181754.0,0.0,0.0,0.0,2.0
mstdn.misosi.ru,60.0,13815.0,0.0,0.0,0.0,0.0
conversafiada.net,60.0,1514.0,2.0,1.0,5.0,9.0
comm.cx,60.0,13430.0,0.0,0.0,0.0,0.0
mstdn.hokkaido.jp,59.0,17347.0,1.0,1.0,1.0,2.0
tty0.social,58.0,799.0,0.0,0.0,1.0,4.0
mastodon.nogods.be,57.0,336.0,0.0,0.0,0.0,0.0
chaosphere.hostdon.jp,56.0,1450840.0,0.0,0.0,0.0,0.0
savageworlds.social,56.0,494.0,0.0,0.0,0.0,0.0
nafo.uk,56.0,823.0,0.0,0.0,0.0,14.0
c2bdon.net,56.0,2439.0,0.0,0.0,0.0,0.0
geno.social,56.0,4541.0,0.0,0.0,0.0,0.0
tweetrex.co.uk,56.0,767.0,0.0,1.0,1.0,2.0
social.tulsa.ok.us,55.0,23235.0,0.0,0.0,0.0,1.0
taruntarun.net,54.0,220513.0,0.0,0.0,0.0,0.0
cultur.social,53.0,61.0,0.0,0.0,2.0,4.0
capitalism.party,52.0,1554.0,0.0,0.0,0.0,0.0
bibly.com,52.0,491.0,0.0,1.0,1.0,2.0
bytetower.social,52.0,1073.0,0.0,1.0,0.0,2.0
lediver.se,52.0,5580.0,0.0,0.0,0.0,0.0
mastodon.macsnet.cz,52.0,27259.0,0.0,0.0,0.0,0.0
tmp-mstdn.cloud,52.0,9550.0,0.0,0.0,0.0,0.0
social.hoga.fr,51.0,3816.0,0.0,0.0,0.0,0.0
mstdn.yakitamago.info,50.0,494272.0,0.0,0.0,0.0,0.0
craftodon.social,50.0,1235.0,0.0,0.0,0.0,1.0
mastodon.opportunis.me,50.0,243197.0,0.0,0.0,0.0,0.0
mstdn.xn--h1ahnbk7d.xn--p1ai,50.0,1264.0,0.0,0.0,0.0,0.0
social.snopyta.org,49.0,16013.0,0.0,0.0,0.0,-1.0
society.oftrolls.com,48.0,29350.0,0.0,0.0,0.0,0.0
msdyn365bc.social,47.0,91.0,0.0,0.0,2.0,
hulvr.com,47.0,36272.0,1.0,1.0,1.0,2.0
nitech.online,47.0,545.0,0.0,1.0,1.0,1.0
social.sp-codes.de,47.0,9360.0,0.0,0.0,0.0,0.0
netzkms.de,47.0,711.0,0.0,1.0,1.0,1.0
bdx.town,46.0,10043.0,-3.0,-3.0,-1.0,1.0
retro.social,46.0,177632.0,0.0,0.0,0.0,0.0
aut.social,46.0,242.0,0.0,1.0,3.0,11.0
cheeseburger.social,46.0,1612.0,0.0,0.0,0.0,1.0
unperson.us,46.0,717.0,0.0,0.0,0.0,3.0
techspace.social,46.0,136.0,0.0,2.0,2.0,7.0
recordplug.club,45.0,184.0,0.0,2.0,2.0,
mycrowd.ca,45.0,69985.0,0.0,0.0,0.0,0.0
alpaka.social,45.0,1057.0,0.0,0.0,2.0,3.0
ecosteader.com,45.0,8256.0,0.0,0.0,0.0,0.0
redroo.ml,45.0,170495.0,0.0,0.0,0.0,0.0
rail.chat,45.0,492.0,0.0,0.0,0.0,0.0
fumi.39.gy,45.0,26494.0,0.0,0.0,0.0,0.0
eattherich.club,44.0,7628.0,0.0,0.0,0.0,1.0
tomitodon.huideyeren.info,44.0,550.0,0.0,0.0,0.0,0.0
masto.rocks,44.0,116070.0,0.0,-1.0,-1.0,-1.0
krefeld.life,44.0,22200.0,0.0,-1.0,-1.0,-1.0
tukkers.online,44.0,846.0,0.0,0.0,0.0,0.0
mstdn.plusminus.io,44.0,306903.0,0.0,0.0,0.0,1.0
toot.lgbt,44.0,669.0,1.0,1.0,2.0,6.0
bahn.social,43.0,848.0,0.0,0.0,0.0,3.0
mstdn.ai,43.0,797.0,1.0,3.0,3.0,8.0
social.anthro.cc,43.0,3596.0,0.0,0.0,0.0,0.0
lipn.info,43.0,659.0,1.0,1.0,1.0,1.0
mastodon.libresilicon.com,43.0,33958.0,0.0,0.0,0.0,0.0
prf.me,43.0,267.0,0.0,0.0,0.0,0.0
esq.social,43.0,1215.0,1.0,2.0,3.0,16.0
toot.whatever.cz,43.0,711.0,0.0,0.0,0.0,0.0
schach.social,43.0,817.0,0.0,0.0,1.0,1.0
godforsaken.website,42.0,417001.0,0.0,0.0,0.0,0.0
assortedflotsam.com,42.0,268420.0,1.0,1.0,1.0,1.0
mastodon.libre-entreprise.com,42.0,9882.0,0.0,0.0,0.0,0.0
mastodonners.nl,42.0,67.0,0.0,7.0,16.0,37.0
mstdn.homes,42.0,3630.0,0.0,-1.0,-1.0,-2.0
balkan.fedive.rs,42.0,630.0,0.0,0.0,0.0,0.0
mstdn.b-shock.org,41.0,103881.0,0.0,0.0,0.0,0.0
gladtech.social,41.0,768.0,0.0,0.0,0.0,3.0
mastodon.no2nd.earth,41.0,3916.0,0.0,0.0,3.0,6.0
social.mochi.academy,40.0,457751.0,0.0,0.0,0.0,0.0
pixelfed.automat.click,40.0,1785.0,3.0,3.0,3.0,3.0
suma-ev.social,40.0,2575.0,0.0,0.0,0.0,0.0
based.social,40.0,308.0,0.0,0.0,0.0,0.0
tiggi.es,40.0,1996.0,0.0,0.0,0.0,-1.0
social.globalpirates.net,39.0,1938.0,0.0,0.0,0.0,0.0
claris.cf,39.0,8787.0,0.0,0.0,0.0,0.0
toot.gnous.eu,39.0,4328.0,0.0,0.0,0.0,0.0
mstdn.jaws-ug.okinawa,38.0,2363.0,0.0,0.0,0.0,0.0
bunt.social,38.0,5681.0,0.0,0.0,0.0,1.0
ps.s10y.eu,38.0,7098.0,0.0,0.0,0.0,0.0
someone.elses.computer,38.0,2330.0,0.0,0.0,1.0,2.0
clazy.org,37.0,24.0,0.0,0.0,0.0,0.0
don.mamemo.online,37.0,284999.0,0.0,0.0,0.0,0.0
social.horrorhub.club,37.0,1910.0,1.0,1.0,2.0,8.0
horrorhub.club,37.0,1910.0,1.0,1.0,2.0,8.0
lgbtqia.space,37.0,814.0,0.0,2.0,4.0,8.0
glauca.space,37.0,3125.0,0.0,0.0,0.0,2.0
ailbhean.co-shaoghal.net,37.0,1200.0,0.0,0.0,0.0,3.0
this.mouse.rocks,36.0,153749.0,0.0,0.0,0.0,1.0
rheinland.social,36.0,70.0,0.0,0.0,1.0,2.0
antabaka.me,36.0,7005.0,0.0,0.0,0.0,0.0
cuties.social,36.0,102290.0,0.0,0.0,0.0,0.0
techie.community,36.0,203.0,0.0,0.0,1.0,7.0
makerdon.org,36.0,3355.0,0.0,0.0,0.0,0.0
barcamp.social,35.0,6835.0,0.0,0.0,1.0,1.0
mastodon.pub.solar,35.0,479.0,1.0,2.0,2.0,4.0
skrt.social,35.0,11216.0,0.0,0.0,0.0,0.0
macrofurs.social,35.0,533.0,1.0,3.0,3.0,5.0
mdn.hinaloe.net,35.0,17891.0,0.0,0.0,0.0,0.0
thong.xonumi.com,35.0,2358.0,0.0,0.0,0.0,0.0
tty.social,35.0,540.0,1.0,1.0,2.0,5.0
takumi.fun,35.0,17121.0,0.0,0.0,0.0,0.0
el5.net,35.0,3536.0,0.0,0.0,0.0,0.0
coolmathgam.es,34.0,24518.0,0.0,2.0,2.0,2.0
flipping.rocks,34.0,867.0,0.0,0.0,1.0,4.0
geeknews.chat,34.0,10847.0,0.0,0.0,0.0,1.0
jitakurack.chotto.moe,34.0,1461.0,0.0,0.0,0.0,0.0
social.anon-groups.de,33.0,14837.0,0.0,0.0,0.0,0.0
cigarcabin.com,33.0,2435.0,0.0,0.0,0.0,0.0
retrotroet.com,33.0,1077.0,0.0,0.0,0.0,1.0
cville.online,33.0,126.0,0.0,0.0,0.0,
webperf.social,33.0,54.0,2.0,2.0,3.0,
postpandemicparty.org,33.0,1417.0,0.0,0.0,1.0,2.0
v2br.social,32.0,340.0,0.0,0.0,1.0,3.0
raccoon.place,32.0,3057.0,0.0,0.0,1.0,2.0
mastodon.ethibox.fr,32.0,702.0,0.0,0.0,0.0,1.0
dis-le.de,32.0,38128.0,0.0,0.0,0.0,0.0
coales.co,32.0,13924.0,0.0,0.0,0.0,0.0
social.logilab.org,31.0,6048.0,0.0,0.0,0.0,0.0
social.fbxl.net,31.0,7284.0,0.0,0.0,1.0,1.0
bunglers.it,31.0,382.0,0.0,0.0,0.0,0.0
gnulinux.social,31.0,153.0,2.0,2.0,2.0,8.0
social.chaosmagick.com,31.0,1381.0,0.0,1.0,1.0,4.0
mastogram.com,31.0,1781.0,0.0,-1.0,0.0,5.0
tum.social,31.0,540.0,0.0,0.0,0.0,0.0
real-escape.jp,31.0,9385.0,0.0,0.0,0.0,0.0
amicale.net,30.0,29486.0,0.0,0.0,0.0,0.0
tekkadon.manimani.cc,30.0,36108.0,0.0,0.0,0.0,0.0
4estate.media,30.0,812.0,0.0,0.0,0.0,0.0
mstdn.s7t.de,30.0,346.0,0.0,0.0,0.0,0.0
sakurajima.moe,29.0,356.0,0.0,1.0,2.0,4.0
blovice.bahnhof.cz,29.0,59164.0,0.0,0.0,3.0,4.0
social.ferrocarril.net,29.0,649.0,0.0,0.0,0.0,2.0
iscute.moe,29.0,140754.0,0.0,0.0,0.0,0.0
dashuo.org,29.0,82.0,0.0,0.0,0.0,0.0
drk.network,28.0,262.0,0.0,0.0,0.0,3.0
fairground.moe,28.0,4686.0,0.0,0.0,0.0,0.0
epistolary.org,28.0,1042.0,0.0,0.0,0.0,2.0
verkehrswende.social,28.0,163.0,0.0,0.0,1.0,7.0
espod.social,28.0,130.0,0.0,0.0,1.0,16.0
social.simcu.com,28.0,7910.0,0.0,0.0,0.0,0.0
ifwo.eu,28.0,12334.0,0.0,0.0,0.0,0.0
russiaukraine.world,27.0,169.0,0.0,0.0,1.0,1.0
don.linxx.net,27.0,442.0,0.0,0.0,2.0,6.0
mstdn.ikebuku.ro,27.0,22841.0,0.0,0.0,0.0,0.0
river.group.lt,27.0,692.0,0.0,0.0,0.0,0.0
a11y.social,27.0,55.0,0.0,0.0,1.0,5.0
mstdn.anqou.net,27.0,102823.0,0.0,0.0,0.0,0.0
mastodon.gamedevalliance.fr,27.0,449.0,0.0,0.0,0.0,0.0
bikeshed.party,26.0,2183.0,0.0,0.0,0.0,0.0
meganekeesu.tokyo,26.0,163464.0,0.0,0.0,0.0,0.0
fluffy.family,26.0,1184.0,0.0,0.0,-2.0,-1.0
pantdon.site,26.0,2986.0,0.0,0.0,0.0,0.0
skinnyver.se,26.0,10056.0,0.0,0.0,0.0,0.0
cyberfurz.social,26.0,1263.0,0.0,1.0,2.0,3.0
social.data.coop,25.0,3638.0,0.0,0.0,1.0,5.0
yorkshire.social,25.0,546.0,0.0,0.0,1.0,5.0
mstd.dansmonorage.blue,25.0,7674.0,0.0,0.0,0.0,0.0
mastodon.multimob.be,25.0,4061.0,0.0,0.0,0.0,0.0
social.thisisjoes.site,25.0,1407.0,0.0,0.0,0.0,0.0
mastodon.hydrosaas.com,25.0,1100.0,0.0,0.0,0.0,0.0
mastodon.acc.umu.se,25.0,11183.0,0.0,0.0,0.0,0.0
mctetsudou.net,24.0,446.0,0.0,0.0,0.0,0.0
mstdn.haun.jp,24.0,9667.0,0.0,0.0,0.0,0.0
techforgood.social,24.0,416.0,0.0,0.0,1.0,1.0
blobfox.coffee,24.0,2320.0,0.0,0.0,1.0,3.0
bidule.menf.in,24.0,18595.0,0.0,0.0,0.0,0.0
meow.lgbt,24.0,287.0,0.0,0.0,0.0,4.0
nitecrew.rip,24.0,46820.0,0.0,0.0,,
lsngl.us,24.0,3285.0,0.0,0.0,0.0,0.0
schaumburg.social,23.0,1213.0,0.0,0.0,0.0,0.0
pouet.it,23.0,71383.0,0.0,0.0,0.0,0.0
masto.don.im,23.0,91.0,0.0,0.0,0.0,0.0
scientificnetwork.de,23.0,54.0,0.0,0.0,0.0,2.0
internetstuff.xyz,23.0,3787.0,0.0,0.0,0.0,0.0
coop.lol,23.0,959.0,0.0,2.0,2.0,4.0
jako.social,23.0,1788.0,0.0,0.0,0.0,0.0
sansschatten.com,23.0,1037.0,0.0,0.0,0.0,0.0
nayukana.info,23.0,26202.0,0.0,0.0,0.0,0.0
shorage.de,23.0,1111.0,0.0,0.0,0.0,0.0
lire.im,23.0,158.0,0.0,0.0,0.0,1.0
mastodon.z27.ch,23.0,5591.0,0.0,0.0,0.0,0.0
lejaua6.club,22.0,10272.0,0.0,0.0,0.0,0.0
social.tcit.fr,22.0,13232.0,0.0,0.0,0.0,1.0
oisaur.com,22.0,330.0,0.0,0.0,0.0,1.0
nfld.me,22.0,333.0,0.0,0.0,0.0,1.0
dragonchat.org,22.0,193.0,0.0,0.0,0.0,6.0
mstdn.otyakai.xyz,21.0,972.0,0.0,0.0,0.0,0.0
dcerberus.com,21.0,277.0,0.0,0.0,0.0,0.0
plankton.cz,21.0,51.0,0.0,0.0,0.0,0.0
grandma.space,21.0,451.0,0.0,0.0,0.0,0.0
mastodon.ladn.org,20.0,316.0,0.0,0.0,0.0,0.0
mas.atmx.ca,20.0,471.0,0.0,0.0,0.0,1.0
setl.ist,20.0,2915.0,0.0,0.0,0.0,0.0
mastodon.habets.dev,20.0,283.0,0.0,0.0,0.0,0.0
linuxjobs.social,20.0,7752.0,0.0,0.0,0.0,0.0
denizens.social,20.0,97.0,0.0,0.0,1.0,5.0
toot.garden,20.0,303.0,1.0,1.0,2.0,3.0
musicians.today,20.0,334.0,0.0,2.0,3.0,
superpets.social,20.0,139.0,0.0,0.0,0.0,0.0
lustigetiernamenbubble.de,20.0,3226.0,0.0,0.0,0.0,0.0
the.voiceover.bar,20.0,243.0,0.0,1.0,2.0,3.0
trackmania.social,20.0,55.0,0.0,1.0,1.0,3.0
cantos.social,19.0,4805.0,0.0,0.0,0.0,0.0
malu.today,19.0,73595.0,0.0,0.0,0.0,0.0
medic.cafe,19.0,838.0,0.0,0.0,0.0,0.0
dotgr.id,19.0,347.0,0.0,0.0,0.0,0.0
mastodon.crazynewworld.net,19.0,244757.0,0.0,0.0,0.0,0.0
entomophagy.world,19.0,125.0,0.0,0.0,0.0,0.0
wandel.social,19.0,589.0,0.0,0.0,0.0,0.0
crypt.lol,19.0,1425.0,0.0,0.0,1.0,2.0
welldn.net,19.0,75621.0,0.0,0.0,0.0,0.0
absolutelyhar.am,18.0,496.0,0.0,1.0,1.0,5.0
v2.nyoki.club,18.0,182359.0,0.0,0.0,0.0,0.0
www.mastoworld.com,18.0,83.0,0.0,0.0,0.0,0.0
meinungsschubla.de,18.0,1058.0,0.0,0.0,0.0,0.0
squawk.avian.space,18.0,179.0,0.0,0.0,0.0,1.0
social.dog-s.global,18.0,279.0,0.0,0.0,0.0,0.0
clacks.link,17.0,6702.0,0.0,1.0,1.0,1.0
lisboa.social,17.0,253.0,1.0,1.0,1.0,
psyopvict.im,17.0,101.0,0.0,0.0,0.0,1.0
attractive.space,17.0,266.0,0.0,0.0,0.0,
social.illegalpornography.com,17.0,370278.0,0.0,0.0,0.0,0.0
thegem.city,17.0,1214.0,0.0,0.0,0.0,1.0
social.mootech.eu,17.0,131461.0,0.0,0.0,0.0,0.0
felesitas.cloud,17.0,459368.0,0.0,0.0,0.0,0.0
libertarians.social,17.0,14.0,0.0,0.0,0.0,1.0
blueplanet.social,17.0,453.0,0.0,1.0,1.0,2.0
focal.social,17.0,293.0,0.0,0.0,0.0,0.0
straylight.expectnomore.net,17.0,4905.0,0.0,0.0,0.0,0.0
vira-lata.org,17.0,113.0,3.0,6.0,8.0,
offworld.fedisonic.cloud,17.0,406.0,0.0,1.0,1.0,1.0
social.jesuislibre.net,17.0,52953.0,0.0,0.0,0.0,0.0
rheinhessen.social,17.0,57.0,0.0,0.0,1.0,
know.me.uk,17.0,730.0,0.0,0.0,0.0,0.0
